video_id,labels,top1,top1_rate,top2,top2_rate,top3,top3_rate,top4,top4_rate,top5,top5_rate
C1wvmtqaQmc,"['Croak', 'Frog']",Speech,0.23768553,Animal,0.14461645,"Outside, rural or natural",0.105815016,Frog,0.07897648,Wild animals,0.07274728
q8Gkn9hvejY,"['Croak', 'Frog']",Frog,0.8769652,Animal,0.8174022,Wild animals,0.79631007,Croak,0.7288739,"Livestock, farm animals, working animals",0.018147996
LpswiH_Vkes,"['Croak', 'Frog']",Speech,0.59774756,Frog,0.08191382,"Inside, small room",0.057866976,Animal,0.047990434,Wild animals,0.035237003
xkUQshzp-3I,"['Croak', 'Frog']",Frog,0.54947555,Animal,0.547405,Wild animals,0.53963435,Croak,0.51524484,Silence,0.4099657
-na-0NBG5Ow,"['Croak', 'Frog']",Music,0.45462704,Animal,0.056439944,Frog,0.05025965,"Inside, small room",0.045503844,Mallet percussion,0.04118005
YuyNjGeVUEc,"['Croak', 'Frog']",Music,0.3497361,Animal,0.2658308,Frog,0.23013923,Croak,0.22309253,Wild animals,0.22243966
LDz3wd663kg,"['Croak', 'Frog']",Music,0.61661166,Speech,0.12077488,Quack,0.022993729,Animal,0.022869121,"Livestock, farm animals, working animals",0.018511975
_PZZCdKz9lU,"['Croak', 'Frog']",Music,0.5063313,Guitar,0.14008206,Plucked string instrument,0.1372333,Musical instrument,0.1257668,Bass guitar,0.10077286
WkavReH4LE0,"['Croak', 'Frog']",Speech,0.34633884,Frog,0.13377222,Animal,0.0880781,Wild animals,0.07456595,"Outside, rural or natural",0.046415366
gqf4xmzoQ4w,"['Croak', 'Frog']",Music,0.68775755,Speech,0.6499836,"Narration, monologue",0.002647534,Background music,0.0018190024,Country,0.001566623
FGPx2E089VU,"['Croak', 'Frog']",Speech,0.53918105,Animal,0.040922668,"Livestock, farm animals, working animals",0.019928075,Television,0.018029978,Pig,0.015270603
0N3-lCzOQPI,"['Croak', 'Frog']",Frog,0.18409617,Animal,0.17028043,Speech,0.12675841,Pig,0.09326257,Croak,0.087744236
pwKHEMzqG00,"['Croak', 'Frog']",Silence,0.35245097,Animal,0.21851902,Wild animals,0.21146166,Frog,0.16045299,Croak,0.060765345
y0DAzXR4O-0,"['Snake', 'Hiss']",Speech,0.62721086,Vehicle,0.1907955,Truck,0.068688445,Motor vehicle (road),0.051677704,Air brake,0.044103973
V2hln47cP78,"['Steam whistle', 'Steam', 'Hiss']",Train whistle,0.5829619,Rail transport,0.5055733,Train,0.50006825,Steam whistle,0.45122355,Whistle,0.4046553
EVxByLO_6cA,"['Steam', 'Hiss']",Speech,0.20832269,Vehicle,0.15352876,Music,0.04914125,Motor vehicle (road),0.033596516,Truck,0.03194344
sKMA3i7ULdo,"['Snake', 'Hiss']","Outside, rural or natural",0.26596487,Animal,0.17488252,"Livestock, farm animals, working animals",0.09872715,Fowl,0.060714476,Wild animals,0.05398794
uOgxGvJcO1o,"['Steam whistle', 'Steam', 'Hiss']",Steam whistle,0.5817354,Whistle,0.51866114,Train whistle,0.436071,Rail transport,0.41520166,Train,0.407062
sdAiFOiBy-E,"['Steam whistle', 'Steam', 'Hiss']",Steam whistle,0.65018654,Whistle,0.63122296,Steam,0.48688594,Alarm,0.47377643,Hiss,0.43985042
t0w06rSXTYg,"['Railroad car, train wagon', 'Rail transport', 'Steam', 'Train', 'Hiss']",Speech,0.17835262,Steam,0.14287347,Hiss,0.13928536,Water,0.12273854,Vehicle,0.11449413
y6kKfWfeo8w,"['Snake', 'Hiss']",Music,0.29408842,Speech,0.24035022,Duck,0.04432934,Fowl,0.04304532,Goose,0.04109784
y6kKfWfeo8w,"['Snake', 'Hiss']",Music,0.29408842,Speech,0.24035022,Duck,0.04432934,Fowl,0.04304532,Goose,0.04109784
zLKynsdwW3Q,"['Snake', 'Hiss']",Animal,0.3105609,Wild animals,0.30017364,Bird,0.23317525,"Bird vocalization, bird call, bird song",0.20814219,Snake,0.18295486
GkK6DRLJuEY,"['Steam whistle', 'Steam', 'Hiss']",Vehicle,0.44731092,Steam whistle,0.36705098,Whistle,0.34855,Rail transport,0.33041626,Train,0.32581228
PD2UxcdhM4A,"['Steam', 'Hiss']",Speech,0.6344674,"Inside, small room",0.033167385,Hiss,0.021857109,Steam,0.020922657,Aircraft,0.013383886
BlAXgxpPSGc,"['Snake', 'Hiss']",Animal,0.1932266,Speech,0.17788135,Insect,0.11081524,Cricket,0.10400264,"Outside, rural or natural",0.09630754
bWw3sAY-ySE,"['Snake', 'Hiss']",Silence,0.6510913,Breathing,0.06595917,Snoring,0.06176255,"Inside, small room",0.03551828,Plop,0.030764425
sJbvLdDONjs,"['Steam whistle', 'Steam', 'Hiss']",Steam,0.2694793,Steam whistle,0.26090777,Hiss,0.26074567,Whistle,0.2590916,Alarm,0.23806235
X7WNdOhNxec,"['Steam whistle', 'Steam', 'Hiss']",Steam,0.38900226,Hiss,0.35302454,Water,0.21784405,Vehicle,0.13343607,Steam whistle,0.13177581
G7qe64jM9zs,"['Railroad car, train wagon', 'Train horn', 'Train whistle', 'Rail transport', 'Steam whistle', 'Steam', 'Train', 'Hiss']",Vehicle,0.46205908,Rail transport,0.44378915,Train,0.44003433,Train horn,0.29507095,"Railroad car, train wagon",0.26664004
Ec0svHZBxyk,"['Steam whistle', 'Steam', 'Hiss']",Steam whistle,0.6800435,Whistle,0.6458839,Alarm,0.4474666,Rail transport,0.40543404,Train,0.40221852
PYH9pVwmW6E,"['Smash, crash', 'Hiss', 'Whoosh, swoosh, swish', 'Sound effect']",Water,0.13518366,Liquid,0.08855925,"Splash, splatter",0.0866686,Sound effect,0.085829094,Vehicle,0.07927549
GkK6DRLJuEY,"['Steam whistle', 'Steam', 'Hiss']",Vehicle,0.44731092,Steam whistle,0.36705098,Whistle,0.34855,Rail transport,0.33041626,Train,0.32581228
6krAS7FYqWc,"['Steam whistle', 'Steam', 'Hiss']",Vehicle,0.29244632,Rail transport,0.17520995,Train,0.16704051,Mechanisms,0.15155569,Printer,0.14005566
618gUklTSH8,"['Steam whistle', 'Steam', 'Hiss']",Vehicle,0.6784551,Rail transport,0.45075566,Train,0.43807727,"Railroad car, train wagon",0.31179616,"Subway, metro, underground",0.21175475
PD2UxcdhM4A,"['Steam', 'Hiss']",Speech,0.6344674,"Inside, small room",0.033167385,Hiss,0.021857109,Steam,0.020922657,Aircraft,0.013383886
hedzs-3Ki1Q,"['Snake', 'Hiss']",Speech,0.18974009,Ding,0.07019114,Rail transport,0.066930264,Vehicle,0.06446665,Silence,0.063811794
fXQuRgLNsBs,"['Snake', 'Hiss']",Speech,0.13596761,"Inside, small room",0.08617033,Music,0.06485708,Snake,0.034686167,Animal,0.028610105
8PsvY3TZkBQ,"['Steam whistle', 'Steam', 'Hiss']",Vehicle,0.14889231,Rail transport,0.1326958,Train,0.13172966,Water,0.12906751,Speech,0.10940101
5jn-KJICC9g,"['Steam whistle', 'Steam', 'Hiss']",Steam whistle,0.83725727,Whistle,0.80093014,Steam,0.696539,Hiss,0.63471586,Alarm,0.61366403
t0w06rSXTYg,"['Railroad car, train wagon', 'Rail transport', 'Steam', 'Train', 'Hiss']",Speech,0.17835262,Steam,0.14287347,Hiss,0.13928536,Water,0.12273854,Vehicle,0.11449413
jhwjyU-jsHg,"['Steam whistle', 'Steam', 'Hiss']",Steam whistle,0.4984983,Whistle,0.4927176,Alarm,0.42768282,Hiss,0.35463414,Steam,0.34022334
PD2UxcdhM4A,"['Steam', 'Hiss']",Speech,0.6344674,"Inside, small room",0.033167385,Hiss,0.021857109,Steam,0.020922657,Aircraft,0.013383886
zLKynsdwW3Q,"['Snake', 'Hiss']",Animal,0.3105609,Wild animals,0.30017364,Bird,0.23317525,"Bird vocalization, bird call, bird song",0.20814219,Snake,0.18295486
E30md1iPUfQ,"['Steam', 'Hiss']",Tools,0.6371204,Power tool,0.43712935,Drill,0.26444596,Wood,0.1335914,Helicopter,0.13275732
G7qe64jM9zs,"['Railroad car, train wagon', 'Train horn', 'Train whistle', 'Rail transport', 'Steam whistle', 'Steam', 'Train', 'Hiss']",Vehicle,0.46205908,Rail transport,0.44378915,Train,0.44003433,Train horn,0.29507095,"Railroad car, train wagon",0.26664004
78Rl6BWoQp0,"['Steam', 'Hiss']",Steam,0.4068009,Hiss,0.37129346,Vehicle,0.23691547,Rail transport,0.21861598,Train,0.21208358
UB9J1Xtm3qc,"['Steam', 'Hiss']",Vehicle,0.4064892,Aircraft,0.2619087,"Fixed-wing aircraft, airplane",0.15398397,Steam,0.14728855,Hiss,0.13429227
fXQuRgLNsBs,"['Snake', 'Hiss']",Speech,0.13596761,"Inside, small room",0.08617033,Music,0.06485708,Snake,0.034686167,Animal,0.028610105
sdmzOcVHY6w,"['Steam', 'Hiss']",Music,0.5483216,White noise,0.29755607,Noise,0.24568498,Pink noise,0.23258372,Water,0.07856872
PtCTgJcc_10,"['Snake', 'Hiss']",Animal,0.14487468,Speech,0.11865534,"Inside, small room",0.08204554,Mosquito,0.07892177,Sheep,0.07704213
iZgzRfa-xPQ,"['Railroad car, train wagon', 'Train horn', 'Rail transport', 'Steam whistle', 'Train', 'Hiss']",Rail transport,0.89125,Vehicle,0.89066267,Train,0.88981706,Train horn,0.5227961,Train whistle,0.50296766
_mKSKZau9qs,"['Steam', 'Hiss']",Steam,0.22342381,Hiss,0.2126393,Water,0.11463235,Tools,0.066972226,"Inside, small room",0.055708457
SZVguke6__M,"['Railroad car, train wagon', 'Train whistle', 'Rail transport', 'Steam whistle', 'Steam', 'Train', 'Hiss', 'Clickety-clack']",Steam whistle,0.45399585,Whistle,0.43177852,Rail transport,0.42247158,Train,0.40730268,Steam,0.35803166
Vc9GW3zeIro,"['Snake', 'Hiss']",Bicycle,0.17285809,Speech,0.1439651,Snake,0.13934202,Liquid,0.09781731,Water,0.09595237
_Gmlc1-d3QQ,"['Snake', 'Hiss']",Speech,0.28127632,Animal,0.04737408,Music,0.039329063,Vehicle,0.028720355,"Outside, rural or natural",0.025755197
s9OQNulZAfk,"['Steam whistle', 'Steam', 'Hiss']",Rail transport,0.7407769,Train,0.7369643,Vehicle,0.728886,"Railroad car, train wagon",0.51746917,Train horn,0.35602817
LHAMgbrcnbs,"['Steam whistle', 'Hiss']",Whistle,0.43454885,Steam whistle,0.39262408,Alarm,0.34600225,Steam,0.31705704,Hiss,0.30462247
-bGQrd947QE,"['Steam', 'Hiss']",Speech,0.49884757,Mechanical fan,0.039301816,"Inside, small room",0.037592225,Tools,0.028945426,Vehicle,0.02859894
fXQuRgLNsBs,"['Snake', 'Hiss']",Speech,0.13596761,"Inside, small room",0.08617033,Music,0.06485708,Snake,0.034686167,Animal,0.028610105
y0DAzXR4O-0,"['Snake', 'Hiss']",Speech,0.62721086,Vehicle,0.1907955,Truck,0.068688445,Motor vehicle (road),0.051677704,Air brake,0.044103973
VRTIWwoaJb4,"['Steam whistle', 'Steam', 'Hiss']",Steam whistle,0.8318082,Whistle,0.8068455,Alarm,0.72340524,Steam,0.6877945,Hiss,0.66077846
jhwjyU-jsHg,"['Steam whistle', 'Steam', 'Hiss']",Steam whistle,0.4984983,Whistle,0.4927176,Alarm,0.42768282,Hiss,0.35463414,Steam,0.34022334
hc9qqD0hjvw,"['Snake', 'Hiss']",Snake,0.17966367,"Outside, rural or natural",0.117608525,Rattle,0.11135463,Bicycle,0.109254286,Vehicle,0.10350027
sKMA3i7ULdo,"['Snake', 'Hiss']","Outside, rural or natural",0.26596487,Animal,0.17488252,"Livestock, farm animals, working animals",0.09872715,Fowl,0.060714476,Wild animals,0.05398794
CWa34bAKeYM,"['Snake', 'Hiss']","Whoosh, swoosh, swish",0.107923105,Arrow,0.10561154,Explosion,0.095026016,Music,0.09044085,Sound effect,0.08899554
hedzs-3Ki1Q,"['Snake', 'Hiss']",Speech,0.18974009,Ding,0.07019114,Rail transport,0.066930264,Vehicle,0.06446665,Silence,0.063811794
y6kKfWfeo8w,"['Snake', 'Hiss']",Music,0.29408842,Speech,0.24035022,Duck,0.04432934,Fowl,0.04304532,Goose,0.04109784
Ec0svHZBxyk,"['Steam whistle', 'Steam', 'Hiss']",Steam whistle,0.6800435,Whistle,0.6458839,Alarm,0.4474666,Rail transport,0.40543404,Train,0.40221852
fXQuRgLNsBs,"['Snake', 'Hiss']",Speech,0.13596761,"Inside, small room",0.08617033,Music,0.06485708,Snake,0.034686167,Animal,0.028610105
gS4fQbmL1vo,"['Steam', 'Hiss']",Tools,0.25106832,Power tool,0.1939179,Steam,0.17911725,Hiss,0.1450408,Drill,0.12182071
k2bD1uvb7g4,"['Snake', 'Hiss']",Music,0.8799583,Folk music,0.062274814,Percussion,0.027023554,Traditional music,0.026262984,Musical instrument,0.022906132
5jn-KJICC9g,"['Steam whistle', 'Steam', 'Hiss']",Steam whistle,0.83725727,Whistle,0.80093014,Steam,0.696539,Hiss,0.63471586,Alarm,0.61366403
6krAS7FYqWc,"['Steam whistle', 'Steam', 'Hiss']",Vehicle,0.29244632,Rail transport,0.17520995,Train,0.16704051,Mechanisms,0.15155569,Printer,0.14005566
Aja7pKNUbY4,"['Railroad car, train wagon', 'Train horn', 'Rail transport', 'Steam whistle', 'Steam', 'Train', 'Hiss']",Steam,0.5611076,Hiss,0.4786586,Water,0.43946272,Steam whistle,0.23936868,Whistle,0.23418161
utg0tK7cDbE,"['Train horn', 'Train whistle', 'Steam whistle', 'Steam', 'Hiss']",Rail transport,0.51638514,Steam whistle,0.51506674,Train,0.512853,Train whistle,0.49333206,Whistle,0.48405257
G7qe64jM9zs,"['Railroad car, train wagon', 'Train horn', 'Train whistle', 'Rail transport', 'Steam whistle', 'Steam', 'Train', 'Hiss']",Vehicle,0.46205908,Rail transport,0.44378915,Train,0.44003433,Train horn,0.29507095,"Railroad car, train wagon",0.26664004
CWa34bAKeYM,"['Snake', 'Hiss']","Whoosh, swoosh, swish",0.107923105,Arrow,0.10561154,Explosion,0.095026016,Music,0.09044085,Sound effect,0.08899554
PtCTgJcc_10,"['Snake', 'Hiss']",Animal,0.14487468,Speech,0.11865534,"Inside, small room",0.08204554,Mosquito,0.07892177,Sheep,0.07704213
_4rolMIFkgQ,"['Yip', 'Bow-wow', 'Speech']",Animal,0.5816561,"Domestic animals, pets",0.5611847,Dog,0.5535959,Bow-wow,0.35244837,Bark,0.2879255
-8pCMgGKZY8,"['Music', 'Domestic animals, pets', 'Yip', 'Bow-wow', 'Speech', 'Dog', 'Animal', 'Whimper (dog)']",Music,0.24595444,Silence,0.2222809,Speech,0.08860423,Dog,0.027001975,"Domestic animals, pets",0.024656944
1D4LxbOVn1I,"['Domestic animals, pets', 'Yip', 'Bow-wow', 'Speech', 'Dog', 'Animal', 'Whimper (dog)']",Speech,0.32842442,Dog,0.3282175,Animal,0.32560712,"Domestic animals, pets",0.32282907,Bow-wow,0.118132606
zLr0pDefv1E,"['Yip', 'Speech']",Speech,0.7631928,"Inside, large room or hall",0.039025646,"Domestic animals, pets",0.032459907,Dog,0.03229397,Animal,0.03163163
4GxRRVp3hD4,"['Domestic animals, pets', 'Whimper', 'Yip', 'Speech', 'Dog', 'Animal', 'Whimper (dog)']",Speech,0.61443615,"Crying, sobbing",0.051043756,"Inside, small room",0.04132826,Screaming,0.035103243,Whimper,0.033152975
TZl2cGkWZL4,"['Yip', 'Bow-wow']",Silence,0.5529538,"Domestic animals, pets",0.14198902,Animal,0.1324446,Hiccup,0.10080592,Dog,0.08998213
_4rolMIFkgQ,"['Yip', 'Bow-wow', 'Speech']",Animal,0.5816561,"Domestic animals, pets",0.5611847,Dog,0.5535959,Bow-wow,0.35244837,Bark,0.2879255
_4rolMIFkgQ,"['Yip', 'Bow-wow', 'Speech']",Animal,0.5816561,"Domestic animals, pets",0.5611847,Dog,0.5535959,Bow-wow,0.35244837,Bark,0.2879255
ueSzlYHgRmM,"['Yip', 'Speech']",Speech,0.27539083,Animal,0.2183077,Dog,0.21209726,"Domestic animals, pets",0.20777965,Growling,0.12476824
4ynKNPBxypA,"['Domestic animals, pets', 'Yip', 'Dog', 'Animal', 'Whimper (dog)']",Laughter,0.19967793,"Domestic animals, pets",0.19330864,Animal,0.16701557,Dog,0.13980265,Giggle,0.13748446
4qaJW0mvsoY,"['Domestic animals, pets', 'Yip', 'Speech', 'Dog', 'Animal', 'Whimper (dog)']",Animal,0.38307995,"Domestic animals, pets",0.2917025,Dog,0.23261169,Speech,0.18376596,Wild animals,0.08016069
8D0pJa05f7M,"['Music', 'Yip', 'Dog', 'Animal', 'Whimper (dog)']",Music,0.44770426,Speech,0.14781457,Rapping,0.024257468,Hip hop music,0.019366892,Oink,0.011672588
tSX2jYLgPng,"['Domestic animals, pets', 'Yip', 'Bow-wow', 'Speech', 'Dog', 'Animal']",Speech,0.34571195,Animal,0.32565528,"Domestic animals, pets",0.32398033,Dog,0.32040137,Bow-wow,0.19073513
3LvZUtupOCs,"['Canidae, dogs, wolves', 'Domestic animals, pets', 'Howl', 'Yip', 'Speech', 'Dog', 'Animal', 'Whimper (dog)']",Animal,0.43157965,"Livestock, farm animals, working animals",0.22364616,Fowl,0.21818829,"Chicken, rooster",0.20549795,"Domestic animals, pets",0.19911218
cNIwdy9PWRI,"['Domestic animals, pets', 'Yip', 'Speech', 'Animal']",Speech,0.28909138,Animal,0.27333692,"Domestic animals, pets",0.15769663,Dog,0.117007926,Wild animals,0.096655875
7NyLkxUSPCQ,"['Music', 'Domestic animals, pets', 'Yip', 'Speech', 'Dog', 'Animal', 'Whimper (dog)']",Music,0.6213452,Speech,0.25038233,Musical instrument,0.06690246,Plucked string instrument,0.05861793,Guitar,0.046051256
tSX2jYLgPng,"['Domestic animals, pets', 'Yip', 'Bow-wow', 'Speech', 'Dog', 'Animal']",Speech,0.34571195,Animal,0.32565528,"Domestic animals, pets",0.32398033,Dog,0.32040137,Bow-wow,0.19073513
3CZ1i2_tKn0,['Yip'],Dog,0.6173532,"Domestic animals, pets",0.59939516,Animal,0.5971699,Yip,0.24818406,Bow-wow,0.230019
8n02_u1shaM,"['Yip', 'Speech']",Speech,0.6012661,Dog,0.08679725,"Domestic animals, pets",0.08505444,Animal,0.08118804,Bow-wow,0.050638765
kkgJqqeShKY,['Yip'],Animal,0.29369867,"Domestic animals, pets",0.14684515,Dog,0.1252507,Wild animals,0.10363713,Bird,0.080895096
1D4LxbOVn1I,"['Domestic animals, pets', 'Yip', 'Bow-wow', 'Speech', 'Dog', 'Animal', 'Whimper (dog)']",Speech,0.32842442,Dog,0.3282175,Animal,0.32560712,"Domestic animals, pets",0.32282907,Bow-wow,0.118132606
4GxRRVp3hD4,"['Domestic animals, pets', 'Whimper', 'Yip', 'Speech', 'Dog', 'Animal', 'Whimper (dog)']",Speech,0.61443615,"Crying, sobbing",0.051043756,"Inside, small room",0.04132826,Screaming,0.035103243,Whimper,0.033152975
9ppa4lXXspA,"['Canidae, dogs, wolves', 'Bark', 'Domestic animals, pets', 'Yip', 'Bow-wow', 'Dog', 'Animal']",Animal,0.97324723,"Domestic animals, pets",0.9632765,Dog,0.9562729,Bark,0.6300875,Bow-wow,0.4997177
M4blyCNxeBQ,"['Bark', 'Yip', 'Speech', 'Growling']",Speech,0.23421733,Animal,0.1513202,"Domestic animals, pets",0.11915294,"Inside, small room",0.08591385,Dog,0.076614
1_Q80fDGLRM,"['Bark', 'Domestic animals, pets', 'Yip', 'Bow-wow', 'Speech', 'Dog', 'Animal']",Animal,0.48502833,Dog,0.3907267,"Domestic animals, pets",0.37854695,Speech,0.30624422,Pig,0.10401159
XO1wG3ne_Cw,"['Canidae, dogs, wolves', 'Music', 'Bark', 'Yip', 'Bow-wow', 'Speech', 'Dog']",Speech,0.48061186,Bow-wow,0.15724938,Dog,0.15506099,"Domestic animals, pets",0.15237191,Animal,0.14153498
TZl2cGkWZL4,"['Yip', 'Bow-wow']",Silence,0.5529538,"Domestic animals, pets",0.14198902,Animal,0.1324446,Hiccup,0.10080592,Dog,0.08998213
7NyLkxUSPCQ,"['Music', 'Domestic animals, pets', 'Yip', 'Speech', 'Dog', 'Animal', 'Whimper (dog)']",Music,0.6213452,Speech,0.25038233,Musical instrument,0.06690246,Plucked string instrument,0.05861793,Guitar,0.046051256
ueSzlYHgRmM,"['Yip', 'Speech']",Speech,0.27539083,Animal,0.2183077,Dog,0.21209726,"Domestic animals, pets",0.20777965,Growling,0.12476824
7NyLkxUSPCQ,"['Music', 'Domestic animals, pets', 'Yip', 'Speech', 'Dog', 'Animal', 'Whimper (dog)']",Music,0.6213452,Speech,0.25038233,Musical instrument,0.06690246,Plucked string instrument,0.05861793,Guitar,0.046051256
TZl2cGkWZL4,"['Yip', 'Bow-wow']",Silence,0.5529538,"Domestic animals, pets",0.14198902,Animal,0.1324446,Hiccup,0.10080592,Dog,0.08998213
3LvZUtupOCs,"['Canidae, dogs, wolves', 'Domestic animals, pets', 'Howl', 'Yip', 'Speech', 'Dog', 'Animal', 'Whimper (dog)']",Animal,0.43157965,"Livestock, farm animals, working animals",0.22364616,Fowl,0.21818829,"Chicken, rooster",0.20549795,"Domestic animals, pets",0.19911218
1FU5odlgLmo,"['Music', 'Mandolin', 'Yip', 'Bluegrass']",Music,0.99726534,Banjo,0.6523777,Plucked string instrument,0.4112986,Musical instrument,0.37193054,Mandolin,0.20041335
4qaJW0mvsoY,"['Domestic animals, pets', 'Yip', 'Speech', 'Dog', 'Animal', 'Whimper (dog)']",Animal,0.38307995,"Domestic animals, pets",0.2917025,Dog,0.23261169,Speech,0.18376596,Wild animals,0.08016069
eSMCZfnJ5gI,"['Canidae, dogs, wolves', 'Bark', 'Domestic animals, pets', 'Meow', 'Yip', 'Bow-wow', 'Speech', 'Dog', 'Animal']","Domestic animals, pets",0.83732176,Animal,0.8279909,Dog,0.8036399,Bark,0.40522584,Bow-wow,0.22045374
6cuMxWzxtJc,['Yip'],Animal,0.1255059,"Inside, small room",0.11046614,Glass,0.07427412,Coin (dropping),0.058027558,"Livestock, farm animals, working animals",0.048303336
3CZ1i2_tKn0,['Yip'],Dog,0.6173532,"Domestic animals, pets",0.59939516,Animal,0.5971699,Yip,0.24818406,Bow-wow,0.230019
KuvtV8vLzxQ,"['Meow', 'Yip', 'Speech']",Animal,0.20135644,"Domestic animals, pets",0.13870865,Speech,0.13000761,Dog,0.11723181,Hiccup,0.10167652
ED3xFMztxAM,['Yip'],Animal,0.18954475,"Inside, small room",0.15082833,"Domestic animals, pets",0.087774694,Finger snapping,0.082660705,Hands,0.07825329
XHC8k_NzQOc,['Yip'],Vehicle,0.19494145,Motor vehicle (road),0.078947805,Animal,0.06560349,Car,0.056053318,Rail transport,0.05188396
7NyLkxUSPCQ,"['Music', 'Domestic animals, pets', 'Yip', 'Speech', 'Dog', 'Animal', 'Whimper (dog)']",Music,0.6213452,Speech,0.25038233,Musical instrument,0.06690246,Plucked string instrument,0.05861793,Guitar,0.046051256
zLr0pDefv1E,"['Yip', 'Speech']",Speech,0.7631928,"Inside, large room or hall",0.039025646,"Domestic animals, pets",0.032459907,Dog,0.03229397,Animal,0.03163163
XuaJVdMCCoU,"['Canidae, dogs, wolves', 'Bark', 'Yip', 'Bow-wow', 'Speech', 'Dog']","Domestic animals, pets",0.6850997,Dog,0.68406826,Animal,0.6657437,Bow-wow,0.3514398,Bark,0.32685167
6cuMxWzxtJc,['Yip'],Animal,0.1255059,"Inside, small room",0.11046614,Glass,0.07427412,Coin (dropping),0.058027558,"Livestock, farm animals, working animals",0.048303336
2rW2I6KmWhw,"['Music', 'Domestic animals, pets', 'Howl', 'Yip', 'Dog', 'Animal', 'Whimper (dog)']",Music,0.65401137,Singing,0.05479451,Opera,0.036359105,Classical music,0.02365105,Whimper,0.023167765
XuaJVdMCCoU,"['Canidae, dogs, wolves', 'Bark', 'Yip', 'Bow-wow', 'Speech', 'Dog']","Domestic animals, pets",0.6850997,Dog,0.68406826,Animal,0.6657437,Bow-wow,0.3514398,Bark,0.32685167
4qaJW0mvsoY,"['Domestic animals, pets', 'Yip', 'Speech', 'Dog', 'Animal', 'Whimper (dog)']",Animal,0.38307995,"Domestic animals, pets",0.2917025,Dog,0.23261169,Speech,0.18376596,Wild animals,0.08016069
TZl2cGkWZL4,"['Yip', 'Bow-wow']",Silence,0.5529538,"Domestic animals, pets",0.14198902,Animal,0.1324446,Hiccup,0.10080592,Dog,0.08998213
x0fI4QXOz9M,"['Music', 'Bark', 'Domestic animals, pets', 'Yip', 'Bow-wow', 'Squeal', 'Speech', 'Dog', 'Growling', 'Animal']",Animal,0.38784865,Dog,0.33410603,"Domestic animals, pets",0.30648905,Bow-wow,0.21625367,Speech,0.09769471
4ynKNPBxypA,"['Domestic animals, pets', 'Yip', 'Dog', 'Animal', 'Whimper (dog)']",Laughter,0.19967793,"Domestic animals, pets",0.19330864,Animal,0.16701557,Dog,0.13980265,Giggle,0.13748446
-8pCMgGKZY8,"['Music', 'Domestic animals, pets', 'Yip', 'Bow-wow', 'Speech', 'Dog', 'Animal', 'Whimper (dog)']",Music,0.24595444,Silence,0.2222809,Speech,0.08860423,Dog,0.027001975,"Domestic animals, pets",0.024656944
f3hMHFV_WMo,"['Yip', 'Speech']",Speech,0.9134759,"Hubbub, speech noise, speech babble",0.037698388,"Outside, urban or manmade",0.035107844,Run,0.0154888155,"Outside, rural or natural",0.0132102
5MeHhWGqSrw,"['Music', 'Yip', 'Speech']",Music,0.3844905,Speech,0.16780815,Dog,0.038723487,"Domestic animals, pets",0.036292486,Television,0.035072397
XHC8k_NzQOc,['Yip'],Vehicle,0.19494145,Motor vehicle (road),0.078947805,Animal,0.06560349,Car,0.056053318,Rail transport,0.05188396
0OFlTh2_Obo,"['Canidae, dogs, wolves', 'Yip', 'Bow-wow', 'Speech']",Animal,0.64552516,Dog,0.62929773,"Domestic animals, pets",0.62702316,"Canidae, dogs, wolves",0.27329358,Bow-wow,0.24994484
k3AYfr6PIgs,"['Yip', 'Bow-wow', 'Speech']",Animal,0.7338916,Dog,0.6162127,"Domestic animals, pets",0.6120987,Bow-wow,0.3082937,Yip,0.19315429
4ynKNPBxypA,"['Domestic animals, pets', 'Yip', 'Dog', 'Animal', 'Whimper (dog)']",Laughter,0.19967793,"Domestic animals, pets",0.19330864,Animal,0.16701557,Dog,0.13980265,Giggle,0.13748446
6NLbCVK_YKI,"['Yip', 'Bow-wow', 'Speech']",Speech,0.5934783,Dog,0.2880934,"Domestic animals, pets",0.2709152,Bow-wow,0.25657353,Animal,0.22392897
hvjGvi7geEU,"['Domestic animals, pets', 'Yip', 'Dog', 'Animal', 'Whimper (dog)']",Animal,0.43066671,Dog,0.24008287,"Domestic animals, pets",0.23204713,Growling,0.20897923,"Roaring cats (lions, tigers)",0.1440935
4Jc8UZHaqHw,"['Domestic animals, pets', 'Yip', 'Bow-wow', 'Dog', 'Animal', 'Whimper (dog)']",Animal,0.47761488,Dog,0.433048,"Domestic animals, pets",0.4304795,Bow-wow,0.20355634,Yip,0.16448063
kkgJqqeShKY,['Yip'],Animal,0.29369867,"Domestic animals, pets",0.14684515,Dog,0.1252507,Wild animals,0.10363713,Bird,0.080895096
5lw-BHt_rXY,"['Domestic animals, pets', 'Yip', 'Bow-wow', 'Speech', 'Dog', 'Animal', 'Whimper (dog)']",Speech,0.39576706,Animal,0.14869161,"Domestic animals, pets",0.148577,Dog,0.14071444,"Inside, small room",0.11738727
27yuklUCZa8,"['Yip', 'Speech']",Speech,0.37549114,Animal,0.15984817,"Domestic animals, pets",0.13527504,Dog,0.08301461,"Livestock, farm animals, working animals",0.0462497
M4blyCNxeBQ,"['Bark', 'Yip', 'Speech', 'Growling']",Speech,0.23421733,Animal,0.1513202,"Domestic animals, pets",0.11915294,"Inside, small room",0.08591385,Dog,0.076614
